city,weather_data,lat,lon,temp,humid,wind,clouds
fort nelson,"{'coord': {'lon': -122.69, 'lat': 58.81}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 1.4, 'pressure': 1044, 'humidity': 49, 'temp_min': 1.4, 'temp_max': 1.4}, 'visibility': 48279, 'wind': {'speed': 2.24, 'deg': 320}, 'clouds': {'all': 5}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 986, 'message': 0.0031, 'country': 'CA', 'sunrise': 1551538899, 'sunset': 1551577491}, 'id': 5955902, 'name': 'Fort Nelson', 'cod': 200}",58.81,-122.69,1.4,49,2.24,5
eureka,"{'coord': {'lon': -124.16, 'lat': 40.8}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}], 'base': 'stations', 'main': {'temp': 54.46, 'pressure': 1010, 'humidity': 100, 'temp_min': 48, 'temp_max': 59}, 'visibility': 16093, 'wind': {'speed': 4.7, 'deg': 170}, 'clouds': {'all': 90}, 'dt': 1551563407, 'sys': {'type': 1, 'id': 4127, 'message': 0.0049, 'country': 'US', 'sunrise': 1551538070, 'sunset': 1551578994}, 'id': 5563397, 'name': 'Eureka', 'cod': 200}",40.8,-124.16,54.46,100,4.7,90
itoman,"{'coord': {'lon': 127.67, 'lat': 26.12}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 72.32, 'pressure': 1009, 'humidity': 83, 'temp_min': 71.01, 'temp_max': 75.2}, 'visibility': 10000, 'wind': {'speed': 10.29, 'deg': 240}, 'clouds': {'all': 20}, 'dt': 1551562992, 'sys': {'type': 1, 'id': 8137, 'message': 0.0041, 'country': 'JP', 'sunrise': 1551477100, 'sunset': 1551519088}, 'id': 1861280, 'name': 'Itoman', 'cod': 200}",26.12,127.67,72.32,83,10.29,20
zemio,"{'coord': {'lon': 25.13, 'lat': 5.02}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 71.99, 'pressure': 1010.86, 'humidity': 73, 'temp_min': 71.99, 'temp_max': 71.99, 'sea_level': 1010.86, 'grnd_level': 942.41}, 'wind': {'speed': 3.38, 'deg': 55.5049}, 'clouds': {'all': 0}, 'dt': 1551563472, 'sys': {'message': 0.0042, 'country': 'CF', 'sunrise': 1551501038, 'sunset': 1551544344}, 'id': 235826, 'name': 'Zemio', 'cod': 200}",5.02,25.13,71.99,73,3.38,0
colesberg,"{'coord': {'lon': 25.1, 'lat': -30.72}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 66.73, 'pressure': 1012.46, 'humidity': 41, 'temp_min': 66.73, 'temp_max': 66.73, 'sea_level': 1012.46, 'grnd_level': 867.93}, 'wind': {'speed': 8.75, 'deg': 171.005}, 'clouds': {'all': 0}, 'dt': 1551563408, 'sys': {'message': 0.0031, 'country': 'ZA', 'sunrise': 1551499862, 'sunset': 1551545500}, 'id': 1013076, 'name': 'Colesberg', 'cod': 200}",-30.72,25.1,66.73,41,8.75,0
leningradskiy,"{'coord': {'lon': 178.42, 'lat': 69.38}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 7.19, 'pressure': 1012.54, 'humidity': 92, 'temp_min': 7.19, 'temp_max': 7.19, 'sea_level': 1012.54, 'grnd_level': 1009.77}, 'wind': {'speed': 7.18, 'deg': 277.505}, 'clouds': {'all': 36}, 'dt': 1551563472, 'sys': {'message': 0.004, 'country': 'RU', 'sunrise': 1551468362, 'sunset': 1551503552}, 'id': 2123814, 'name': 'Leningradskiy', 'cod': 200}",69.38,178.42,7.19,92,7.18,36
nara,"{'coord': {'lon': 135.8, 'lat': 34.68}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 45.5, 'pressure': 1015, 'humidity': 45, 'temp_min': 43, 'temp_max': 48.2}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 60}, 'clouds': {'all': 90}, 'dt': 1551563065, 'sys': {'type': 1, 'id': 8032, 'message': 0.0038, 'country': 'JP', 'sunrise': 1551475475, 'sunset': 1551516820}, 'id': 1855612, 'name': 'Nara', 'cod': 200}",34.68,135.8,45.5,45,5.82,90
raudeberg,"{'coord': {'lon': 5.14, 'lat': 61.99}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 41.34, 'pressure': 991, 'humidity': 80, 'temp_min': 41, 'temp_max': 42.01}, 'wind': {'speed': 16.11, 'deg': 120}, 'rain': {'3h': 0.22}, 'clouds': {'all': 80}, 'dt': 1551563404, 'sys': {'type': 1, 'id': 1616, 'message': 0.0049, 'country': 'NO', 'sunrise': 1551508628, 'sunset': 1551546422}, 'id': 3146487, 'name': 'Raudeberg', 'cod': 200}",61.99,5.14,41.34,80,16.11,80
camacha,"{'coord': {'lon': -16.33, 'lat': 33.08}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 62.6, 'pressure': 1029, 'humidity': 77, 'temp_min': 62.6, 'temp_max': 62.6}, 'visibility': 10000, 'wind': {'speed': 6.93, 'deg': 30}, 'clouds': {'all': 75}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 6902, 'message': 0.0038, 'country': 'PT', 'sunrise': 1551511890, 'sunset': 1551553414}, 'id': 2270385, 'name': 'Camacha', 'cod': 200}",33.08,-16.33,62.6,77,6.93,75
pangkalanbuun,"{'coord': {'lon': 111.62, 'lat': -2.68}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 74.47, 'pressure': 1008.86, 'humidity': 97, 'temp_min': 74.47, 'temp_max': 74.47, 'sea_level': 1008.86, 'grnd_level': 997.77}, 'wind': {'speed': 2.93, 'deg': 269.505}, 'clouds': {'all': 64}, 'dt': 1551563473, 'sys': {'message': 0.003, 'country': 'ID', 'sunrise': 1551480056, 'sunset': 1551523810}, 'id': 1632694, 'name': 'Pangkalanbuun', 'cod': 200}",-2.68,111.62,74.47,97,2.93,64
sabang,"{'coord': {'lon': 123.58, 'lat': 13.72}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 69.61, 'pressure': 1011.38, 'humidity': 99, 'temp_min': 69.61, 'temp_max': 69.61, 'sea_level': 1011.38, 'grnd_level': 1001.53}, 'wind': {'speed': 3.71, 'deg': 69.0049}, 'clouds': {'all': 0}, 'dt': 1551563474, 'sys': {'message': 0.0029, 'country': 'PH', 'sunrise': 1551477677, 'sunset': 1551520462}, 'id': 1691355, 'name': 'Sabang', 'cod': 200}",13.72,123.58,69.61,99,3.71,0
cusset,"{'coord': {'lon': 3.46, 'lat': 46.13}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 45.52, 'pressure': 1022, 'humidity': 57, 'temp_min': 42.8, 'temp_max': 50}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 190}, 'clouds': {'all': 0}, 'dt': 1551563122, 'sys': {'type': 1, 'id': 6496, 'message': 0.0037, 'country': 'FR', 'sunrise': 1551507748, 'sunset': 1551548075}, 'id': 3021993, 'name': 'Cusset', 'cod': 200}",46.13,3.46,45.52,57,5.82,0
presidencia roque saenz pena,"{'coord': {'lon': -60.44, 'lat': -26.79}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 88.96, 'pressure': 1010.06, 'humidity': 64, 'temp_min': 88.96, 'temp_max': 88.96, 'sea_level': 1010.06, 'grnd_level': 999.93}, 'wind': {'speed': 6.96, 'deg': 97.0049}, 'clouds': {'all': 8}, 'dt': 1551563474, 'sys': {'message': 0.0035, 'country': 'AR', 'sunrise': 1551520560, 'sunset': 1551565860}, 'id': 3840300, 'name': 'Presidencia Roque Saenz Pena', 'cod': 200}",-26.79,-60.44,88.96,64,6.96,8
mareeba,"{'coord': {'lon': 145.42, 'lat': -16.99}, 'weather': [{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}], 'base': 'stations', 'main': {'temp': 73.51, 'pressure': 1011, 'humidity': 78, 'temp_min': 68, 'temp_max': 77}, 'visibility': 10000, 'wind': {'speed': 9.17, 'deg': 160}, 'clouds': {'all': 75}, 'dt': 1551563418, 'sys': {'type': 1, 'id': 9490, 'message': 0.0039, 'country': 'AU', 'sunrise': 1551471491, 'sunset': 1551516140}, 'id': 2158767, 'name': 'Mareeba', 'cod': 200}",-16.99,145.42,73.51,78,9.17,75
daru,"{'coord': {'lon': -10.85, 'lat': 7.99}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 85.4, 'pressure': 1011.3, 'humidity': 51, 'temp_min': 85.4, 'temp_max': 85.4, 'sea_level': 1011.3, 'grnd_level': 981.77}, 'wind': {'speed': 1.03, 'deg': 36.5049}, 'clouds': {'all': 80}, 'dt': 1551563475, 'sys': {'message': 0.0048, 'country': 'SL', 'sunrise': 1551509757, 'sunset': 1551552894}, 'id': 2409663, 'name': 'Daru', 'cod': 200}",7.99,-10.85,85.4,51,1.03,80
shakawe,"{'coord': {'lon': 21.84, 'lat': -18.36}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 76, 'pressure': 1010.02, 'humidity': 51, 'temp_min': 76, 'temp_max': 76, 'sea_level': 1010.02, 'grnd_level': 898.33}, 'wind': {'speed': 5.84, 'deg': 0.00494385}, 'clouds': {'all': 0}, 'dt': 1551563475, 'sys': {'message': 0.0043, 'country': 'BW', 'sunrise': 1551501110, 'sunset': 1551545830}, 'id': 933077, 'name': 'Shakawe', 'cod': 200}",-18.36,21.84,76.0,51,5.84,0
sistranda,"{'coord': {'lon': 8.83, 'lat': 63.73}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 32.7, 'pressure': 995, 'humidity': 100, 'temp_min': 30.99, 'temp_max': 36}, 'visibility': 10000, 'wind': {'speed': 10.29, 'deg': 100}, 'clouds': {'all': 75}, 'dt': 1551563360, 'sys': {'type': 1, 'id': 1647, 'message': 0.0058, 'country': 'NO', 'sunrise': 1551507967, 'sunset': 1551545317}, 'id': 3139597, 'name': 'Sistranda', 'cod': 200}",63.73,8.83,32.7,100,10.29,75
opuwo,"{'coord': {'lon': 13.84, 'lat': -18.06}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 63.04, 'pressure': 1013.02, 'humidity': 94, 'temp_min': 63.04, 'temp_max': 63.04, 'sea_level': 1013.02, 'grnd_level': 874.81}, 'wind': {'speed': 3.49, 'deg': 335.505}, 'rain': {'3h': 2.245}, 'clouds': {'all': 76}, 'dt': 1551563441, 'sys': {'message': 0.0033, 'country': 'NA', 'sunrise': 1551503041, 'sunset': 1551547739}, 'id': 3354077, 'name': 'Opuwo', 'cod': 200}",-18.06,13.84,63.04,94,3.49,76
nizhniy odes,"{'coord': {'lon': 54.86, 'lat': 63.64}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': -10.86, 'pressure': 1004.3, 'humidity': 53, 'temp_min': -10.86, 'temp_max': -10.86, 'sea_level': 1004.3, 'grnd_level': 985.05}, 'wind': {'speed': 2.26, 'deg': 108.005}, 'clouds': {'all': 0}, 'dt': 1551563475, 'sys': {'message': 0.0041, 'country': 'RU', 'sunrise': 1551496934, 'sunset': 1551534258}, 'id': 520552, 'name': 'Nizhniy Odes', 'cod': 200}",63.64,54.86,-10.86,53,2.26,0
ketchikan,"{'coord': {'lon': -131.65, 'lat': 55.34}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 38.26, 'pressure': 1030, 'humidity': 32, 'temp_min': 37.4, 'temp_max': 39.2}, 'visibility': 16093, 'wind': {'speed': 9.17, 'deg': 120}, 'clouds': {'all': 1}, 'dt': 1551560160, 'sys': {'type': 1, 'id': 7741, 'message': 0.0039, 'country': 'US', 'sunrise': 1551540740, 'sunset': 1551579943}, 'id': 5554428, 'name': 'Ketchikan', 'cod': 200}",55.34,-131.65,38.26,32,9.17,1
viadana,"{'coord': {'lon': 10.52, 'lat': 44.93}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 48.16, 'pressure': 1015, 'humidity': 70, 'temp_min': 42.01, 'temp_max': 55}, 'visibility': 10000, 'wind': {'speed': 2.24, 'deg': 30}, 'clouds': {'all': 5}, 'dt': 1551563417, 'sys': {'type': 1, 'id': 6767, 'message': 0.0041, 'country': 'IT', 'sunrise': 1551505990, 'sunset': 1551546443}, 'id': 3164441, 'name': 'Viadana', 'cod': 200}",44.93,10.52,48.16,70,2.24,5
finnsnes,"{'coord': {'lon': 17.98, 'lat': 69.23}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 3.63, 'pressure': 1003, 'humidity': 83, 'temp_min': -11.21, 'temp_max': 17.6}, 'visibility': 10000, 'wind': {'speed': 3.36, 'deg': 230}, 'clouds': {'all': 0}, 'dt': 1551563144, 'sys': {'type': 1, 'id': 1619, 'message': 0.0041, 'country': 'NO', 'sunrise': 1551506715, 'sunset': 1551542199}, 'id': 3157549, 'name': 'Finnsnes', 'cod': 200}",69.23,17.98,3.63,83,3.36,0
sorland,"{'coord': {'lon': 12.69, 'lat': 67.67}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 32.26, 'pressure': 1000.66, 'humidity': 100, 'temp_min': 32.26, 'temp_max': 32.26, 'sea_level': 1000.66, 'grnd_level': 999.45}, 'wind': {'speed': 14.67, 'deg': 64.0049}, 'clouds': {'all': 0}, 'dt': 1551563477, 'sys': {'message': 0.0149, 'country': 'NO', 'sunrise': 1551507669, 'sunset': 1551543777}, 'id': 3137469, 'name': 'Sorland', 'cod': 200}",67.67,12.69,32.26,100,14.67,0
zhoucheng,"{'coord': {'lon': 119.33, 'lat': 31.35}, 'weather': [{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}], 'base': 'stations', 'main': {'temp': 42.8, 'pressure': 1015, 'humidity': 81, 'temp_min': 42.8, 'temp_max': 42.8}, 'visibility': 5000, 'wind': {'speed': 2.24}, 'clouds': {'all': 90}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 9660, 'message': 0.0036, 'country': 'CN', 'sunrise': 1551479292, 'sunset': 1551520904}, 'id': 6957977, 'name': 'Zhoucheng', 'cod': 200}",31.35,119.33,42.8,81,2.24,90
paidha,"{'coord': {'lon': 30.99, 'lat': 2.42}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 68.75, 'pressure': 1010.54, 'humidity': 82, 'temp_min': 68.75, 'temp_max': 68.75, 'sea_level': 1010.54, 'grnd_level': 900.89}, 'wind': {'speed': 1.48, 'deg': 321.005}, 'clouds': {'all': 56}, 'dt': 1551563477, 'sys': {'message': 0.0034, 'country': 'UG', 'sunrise': 1551499555, 'sunset': 1551543012}, 'id': 226853, 'name': 'Paidha', 'cod': 200}",2.42,30.99,68.75,82,1.48,56
sundargarh,"{'coord': {'lon': 84.04, 'lat': 22.12}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 62.68, 'pressure': 1011.14, 'humidity': 74, 'temp_min': 62.68, 'temp_max': 62.68, 'sea_level': 1011.14, 'grnd_level': 975.93}, 'wind': {'speed': 2.71, 'deg': 113.505}, 'clouds': {'all': 0}, 'dt': 1551563477, 'sys': {'message': 0.0033, 'country': 'IN', 'sunrise': 1551487428, 'sunset': 1551529695}, 'id': 1255437, 'name': 'Sundargarh', 'cod': 200}",22.12,84.04,62.68,74,2.71,0
merke,"{'coord': {'lon': 73.19, 'lat': 42.87}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 21.37, 'pressure': 1011.9, 'humidity': 78, 'temp_min': 21.37, 'temp_max': 21.37, 'sea_level': 1011.9, 'grnd_level': 762.89}, 'wind': {'speed': 1.92, 'deg': 114.005}, 'clouds': {'all': 92}, 'dt': 1551563478, 'sys': {'message': 0.005, 'country': 'KZ', 'sunrise': 1551490859, 'sunset': 1551531493}, 'id': 1520969, 'name': 'Merke', 'cod': 200}",42.87,73.19,21.37,78,1.92,92
amapa,"{'coord': {'lon': -87.97, 'lat': 15.09}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}], 'base': 'stations', 'main': {'temp': 89.29, 'pressure': 1012, 'humidity': 52, 'temp_min': 89.01, 'temp_max': 89.6}, 'visibility': 10000, 'wind': {'speed': 18.34, 'deg': 30}, 'clouds': {'all': 40}, 'dt': 1551563418, 'sys': {'type': 1, 'id': 7097, 'message': 0.0039, 'country': 'HN', 'sunrise': 1551528469, 'sunset': 1551571200}, 'id': 3603330, 'name': 'Amapa', 'cod': 200}",15.09,-87.97,89.29,52,18.34,40
kaeo,"{'coord': {'lon': 173.78, 'lat': -35.1}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 70.92, 'pressure': 1030, 'humidity': 86, 'temp_min': 69.01, 'temp_max': 73}, 'wind': {'speed': 1.01, 'deg': 45, 'gust': 0.89}, 'clouds': {'all': 0}, 'dt': 1551563166, 'sys': {'type': 3, 'id': 2016422, 'message': 0.0036, 'country': 'NZ', 'sunrise': 1551463961, 'sunset': 1551510040}, 'id': 2189343, 'name': 'Kaeo', 'cod': 200}",-35.1,173.78,70.92,86,1.01,0
kayseri,"{'coord': {'lon': 35.48, 'lat': 38.73}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 41, 'pressure': 1011, 'humidity': 80, 'temp_min': 41, 'temp_max': 41}, 'visibility': 9000, 'wind': {'speed': 6.93, 'deg': 310}, 'clouds': {'all': 75}, 'dt': 1551561600, 'sys': {'type': 1, 'id': 6963, 'message': 0.0055, 'country': 'TR', 'sunrise': 1551499702, 'sunset': 1551540743}, 'id': 308463, 'name': 'Kayseri', 'cod': 200}",38.73,35.48,41.0,80,6.93,75
popondetta,"{'coord': {'lon': 148.24, 'lat': -8.77}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 69.79, 'pressure': 1008.46, 'humidity': 93, 'temp_min': 69.79, 'temp_max': 69.79, 'sea_level': 1008.46, 'grnd_level': 926.01}, 'wind': {'speed': 1.36, 'deg': 217.005}, 'clouds': {'all': 64}, 'dt': 1551563479, 'sys': {'message': 0.0038, 'country': 'PG', 'sunrise': 1551471081, 'sunset': 1551515205}, 'id': 2088163, 'name': 'Popondetta', 'cod': 200}",-8.77,148.24,69.79,93,1.36,64
tiznit,"{'coord': {'lon': -9.73, 'lat': 29.7}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 54.85, 'pressure': 1023.5, 'humidity': 97, 'temp_min': 54.85, 'temp_max': 54.85, 'sea_level': 1023.5, 'grnd_level': 1004.89}, 'wind': {'speed': 2.93, 'deg': 242.005}, 'clouds': {'all': 0}, 'dt': 1551563480, 'sys': {'message': 0.004, 'country': 'MA', 'sunrise': 1551510180, 'sunset': 1551551953}, 'id': 2527089, 'name': 'Tiznit', 'cod': 200}",29.7,-9.73,54.85,97,2.93,0
tabuk,"{'coord': {'lon': 121.44, 'lat': 17.41}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': 56.87, 'pressure': 1012.02, 'humidity': 93, 'temp_min': 56.87, 'temp_max': 56.87, 'sea_level': 1012.02, 'grnd_level': 920.33}, 'wind': {'speed': 1.36, 'deg': 173.005}, 'clouds': {'all': 44}, 'dt': 1551563480, 'sys': {'message': 0.0064, 'country': 'PH', 'sunrise': 1551478305, 'sunset': 1551520864}, 'id': 1684803, 'name': 'Tabuk', 'cod': 200}",17.41,121.44,56.87,93,1.36,44
sibi,"{'coord': {'lon': 67.88, 'lat': 29.55}, 'weather': [{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}], 'base': 'stations', 'main': {'temp': 54.22, 'pressure': 1012.02, 'humidity': 98, 'temp_min': 54.22, 'temp_max': 54.22, 'sea_level': 1012.02, 'grnd_level': 988.89}, 'wind': {'speed': 3.49, 'deg': 329.005}, 'rain': {'3h': 1.05}, 'clouds': {'all': 92}, 'dt': 1551563480, 'sys': {'message': 0.0034, 'country': 'PK', 'sunrise': 1551491562, 'sunset': 1551533323}, 'id': 1164896, 'name': 'Sibi', 'cod': 200}",29.55,67.88,54.22,98,3.49,92
manavgat,"{'coord': {'lon': 31.44, 'lat': 36.79}, 'weather': [{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 53.83, 'pressure': 1011, 'humidity': 81, 'temp_min': 53.6, 'temp_max': 54}, 'visibility': 10000, 'wind': {'speed': 5.82, 'deg': 50}, 'clouds': {'all': 75}, 'dt': 1551561600, 'sys': {'type': 1, 'id': 6956, 'message': 0.0038, 'country': 'TR', 'sunrise': 1551500586, 'sunset': 1551541796}, 'id': 304854, 'name': 'Manavgat', 'cod': 200}",36.79,31.44,53.83,81,5.82,75
inuvik,"{'coord': {'lon': -133.71, 'lat': 68.36}, 'weather': [{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': -0.87, 'pressure': 1033, 'humidity': 49, 'temp_min': -4.01, 'temp_max': 3.2}, 'visibility': 24140, 'wind': {'speed': 12.75, 'deg': 190}, 'clouds': {'all': 20}, 'dt': 1551560400, 'sys': {'type': 1, 'id': 796, 'message': 0.0045, 'country': 'CA', 'sunrise': 1551542834, 'sunset': 1551578877}, 'id': 5983607, 'name': 'Inuvik', 'cod': 200}",68.36,-133.71,-0.87,49,12.75,20
sinegorye,"{'coord': {'lon': 150.53, 'lat': 62.09}, 'weather': [{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}], 'base': 'stations', 'main': {'temp': -19.81, 'pressure': 1016.34, 'humidity': 75, 'temp_min': -19.81, 'temp_max': -19.81, 'sea_level': 1016.34, 'grnd_level': 894.81}, 'wind': {'speed': 2.15, 'deg': 347.505}, 'clouds': {'all': 36}, 'dt': 1551563481, 'sys': {'message': 0.0046, 'country': 'RU', 'sunrise': 1551473823, 'sunset': 1551511449}, 'id': 2121197, 'name': 'Sinegorye', 'cod': 200}",62.09,150.53,-19.81,75,2.15,36
college,"{'coord': {'lon': -147.8, 'lat': 64.86}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}], 'base': 'stations', 'main': {'temp': 17.44, 'pressure': 1028, 'humidity': 84, 'temp_min': 5, 'temp_max': 28.99}, 'visibility': 16093, 'wind': {'speed': 2.59, 'deg': 126.005}, 'clouds': {'all': 1}, 'dt': 1551563470, 'sys': {'type': 1, 'id': 7684, 'message': 0.0052, 'country': 'US', 'sunrise': 1551545625, 'sunset': 1551582835}, 'id': 5859699, 'name': 'College', 'cod': 200}",64.86,-147.8,17.44,84,2.59,1
porosozero,"{'coord': {'lon': 32.71, 'lat': 62.72}, 'weather': [{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}], 'base': 'stations', 'main': {'temp': 25.1, 'pressure': 984.3, 'humidity': 90, 'temp_min': 25.1, 'temp_max': 25.1, 'sea_level': 984.3, 'grnd_level': 961.69}, 'wind': {'speed': 4.38, 'deg': 50.0049}, 'clouds': {'all': 88}, 'dt': 1551563482, 'sys': {'message': 0.0058, 'country': 'RU', 'sunrise': 1551502116, 'sunset': 1551539704}, 'id': 506232, 'name': 'Porosozero', 'cod': 200}",62.72,32.71,25.1,90,4.38,88
marsh harbour,"{'coord': {'lon': -77.06, 'lat': 26.54}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}], 'base': 'stations', 'main': {'temp': 77.35, 'pressure': 1019.5, 'humidity': 100, 'temp_min': 77.35, 'temp_max': 77.35, 'sea_level': 1019.5, 'grnd_level': 1019.45}, 'wind': {'speed': 4.83, 'deg': 91.5049}, 'clouds': {'all': 8}, 'dt': 1551563482, 'sys': {'message': 0.004, 'country': 'BS', 'sunrise': 1551526216, 'sunset': 1551568228}, 'id': 3571913, 'name': 'Marsh Harbour', 'cod': 200}",26.54,-77.06,77.35,100,4.83,8
sosnovo-ozerskoye,"{'coord': {'lon': 111.54, 'lat': 52.53}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}], 'base': 'stations', 'main': {'temp': 2.11, 'pressure': 1018.74, 'humidity': 51, 'temp_min': 2.11, 'temp_max': 2.11, 'sea_level': 1018.74, 'grnd_level': 889.53}, 'wind': {'speed': 4.94, 'deg': 264.505}, 'clouds': {'all': 0}, 'dt': 1551563483, 'sys': {'message': 0.0069, 'country': 'RU', 'sunrise': 1551482254, 'sunset': 1551521708}, 'id': 2016216, 'name': 'Sosnovo-Ozerskoye', 'cod': 200}",52.53,111.54,2.11,51,4.94,0
the valley,"{'coord': {'lon': -63.06, 'lat': 18.22}, 'weather': [{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}], 'base': 'stations', 'main': {'temp': 77.97, 'pressure': 1018, 'humidity': 69, 'temp_min': 77, 'temp_max': 78.8}, 'visibility': 10000, 'wind': {'speed': 14.99, 'deg': 100}, 'clouds': {'all': 20}, 'dt': 1551563191, 'sys': {'type': 1, 'id': 8788, 'message': 0.004, 'country': 'AI', 'sunrise': 1551522589, 'sunset': 1551565128}, 'id': 3573374, 'name': 'The Valley', 'cod': 200}",18.22,-63.06,77.97,69,14.99,20
mayumba,"{'coord': {'lon': 10.65, 'lat': -3.44}, 'weather': [{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}], 'base': 'stations', 'main': {'temp': 78.16, 'pressure': 1012.34, 'humidity': 99, 'temp_min': 78.16, 'temp_max': 78.16, 'sea_level': 1012.34, 'grnd_level': 1001.69}, 'wind': {'speed': 7.18, 'deg': 294.505}, 'clouds': {'all': 8}, 'dt': 1551563483, 'sys': {'message': 0.0037, 'country': 'GA', 'sunrise': 1551504264, 'sunset': 1551548060}, 'id': 2399001, 'name': 'Mayumba', 'cod': 200}",-3.44,10.65,78.16,99,7.18,8
